<2016-10-03 15:13:28,989> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:12,661> INFO/dytt_spider/printHomePageUrls, Line:162: Index Lastest movies: Url:/html/gndy/jddy/20160929/52071.html Title:2015年科幻《森林深处/进入森林》BD中英双字幕
<2016-10-03 15:24:12,664> INFO/dytt_spider/printHomePageUrls, Line:162: Index Lastest movies: Url:/html/gndy/jddy/20160928/52065.html Title:2016年悬疑恐怖《安娜华特的离奇命运》BD中英双字幕
<2016-10-03 15:24:12,665> INFO/dytt_spider/printHomePageUrls, Line:162: Index Lastest movies: Url:/html/gndy/jddy/20160927/52059.html Title:2015年奇幻动作《麦斯卡：黑暗孢子》BD中英双字幕
<2016-10-03 15:24:12,671> INFO/dytt_spider/printHomePageUrls, Line:162: Index Lastest movies: Url:/html/gndy/jddy/20160927/52058.html Title:2016年悬疑惊悚《张震讲故事之合租屋》HD国语中字
<2016-10-03 15:24:12,671> INFO/dytt_spider/printHomePageUrls, Line:162: Index Lastest movies: Url:/html/gndy/jddy/20160926/52052.html Title:2016年伍迪·艾伦执导喜剧《咖啡公社》BD中英双字幕
<2016-10-03 15:24:12,674> INFO/dytt_spider/printHomePageUrls, Line:162: Index Lastest movies: Url:/html/gndy/jddy/20160926/52051.html Title:2016年恐怖《黑暗/米兰达街6号》BD中英双字幕
<2016-10-03 15:24:12,676> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160925/52042.html
<2016-10-03 15:24:12,677> INFO/dytt_spider/printHomePageUrls, Line:162: Index Lastest movies: Url:/html/gndy/jddy/20160926/52050.html Title:2016年爱情《爱情与友谊/情人与知己》BD中英双字幕
<2016-10-03 15:24:12,678> INFO/dytt_spider/printHomePageUrls, Line:162: Index Lastest movies: Url:/html/gndy/jddy/20160925/52042.html Title:2016年科幻动作《独立日：卷土重来》HD中英双字幕
<2016-10-03 15:24:12,680> INFO/dytt_spider/printHomePageUrls, Line:162: Index Lastest movies: Url:/html/gndy/jddy/20160923/52023.html Title:2016年冒险动作《终极硬汉》HD国语中字
<2016-10-03 15:24:12,683> INFO/dytt_spider/printHomePageUrls, Line:162: Index Lastest movies: Url:/html/gndy/jddy/20160922/52017.html Title:2016年惠英红《幸运是我》HD国粤双语中字
<2016-10-03 15:24:12,684> INFO/dytt_spider/printHomePageUrls, Line:162: Index Lastest movies: Url:/html/gndy/jddy/20160921/52010.html Title:2016年动作《泰山归来：险战丛林》HD中英双字幕
<2016-10-03 15:24:12,687> INFO/dytt_spider/printHomePageUrls, Line:162: Index Lastest movies: Url:/html/gndy/jddy/20160921/52009.html Title:2016年惊悚《悬案密码/信仰的阴谋》BD中英双字幕
<2016-10-03 15:24:12,690> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160930/52080.html
<2016-10-03 15:24:12,753> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160923/52023.html
<2016-10-03 15:24:12,760> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160930/52079.html
<2016-10-03 15:24:12,809> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160922/52017.html
<2016-10-03 15:24:12,831> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160929/52072.html
<2016-10-03 15:24:12,855> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160921/52010.html
<2016-10-03 15:24:12,895> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160929/52071.html
<2016-10-03 15:24:12,926> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160921/52009.html
<2016-10-03 15:24:12,940> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160928/52065.html
<2016-10-03 15:24:13,019> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160927/52059.html
<2016-10-03 15:24:13,069> ERROR/dytt_spider/getHomePageMovieDetail, Line:171: get url :http://www.ygdy8.net/html/gndy/jddy/20160921/52009.html failed
<2016-10-03 15:24:13,072> INFO/dytt_spider/print_all_movies_detail, Line:137: movie_list len :13
<2016-10-03 15:24:13,075> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年动作《美国迦顿》BD中英双字幕 ReleaseTime:发布时间：2016-09-30 majorPicUrl:http://pic.yupoo.com/st136386207/FRpQvDNX/uZJpF.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160930/23/178343444201609302309434148739122358_003.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8161/[阳光电影www.ygdy8.com].美国迦顿.BD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,078> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年悬疑恐怖《诡新娘/鬼新娘》HD国语中字 ReleaseTime:发布时间：2016-09-30 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_003.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9128/[阳光电影www.ygdy8.com].诡新娘.HD.720p.国语中字.rmvb
<2016-10-03 15:24:13,078> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年爱情喜剧《我最好朋友的婚礼》HD国语中字 ReleaseTime:发布时间：2016-09-29 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_005.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8189/[阳光电影www.ygdy8.com].我最好朋友的婚礼.HD.720p.国语中字.rmvb
<2016-10-03 15:24:13,078> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2015年科幻《森林深处/进入森林》BD中英双字幕 ReleaseTime:发布时间：2016-09-29 majorPicUrl:http://pic.yupoo.com/hdarea/FSItZfkC/KpeVY.jpg" width="584" height="965 summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_004.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9127/[阳光电影www.ygdy8.com].森林深处.BD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,078> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年悬疑恐怖《安娜华特的离奇命运》BD中英双字幕 ReleaseTime:发布时间：2016-09-28 majorPicUrl:http://i4.buimg.com/567571/d641e18d115fbb45.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160915/23/178343444201609152325571634281224392_008.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9189/[阳光电影www.ygdy8.com].安娜华特的离奇命运.BD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,078> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年悬疑惊悚《张震讲故事之合租屋》HD国语中字 ReleaseTime:发布时间：2016-09-27 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160924/16/178343444201609241623193410982467129_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160927/20/178343444201609272037093855499120263_000.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8187/[阳光电影www.ygdy8.com].张震讲故事之合租屋.HD.720p.国语中字.mkv
<2016-10-03 15:24:13,078> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年伍迪·艾伦执导喜剧《咖啡公社》BD中英双字幕 ReleaseTime:发布时间：2016-09-26 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_003.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8186/[阳光电影www.ygdy8.com].咖啡公社.BD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,079> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年恐怖《黑暗/米兰达街6号》BD中英双字幕 ReleaseTime:发布时间：2016-09-26 majorPicUrl:http://pic.yupoo.com/st136386207/FNxV6qvJ/D7Bi3.jpg" width="622" height="1503 summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_002.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9187/[阳光电影www.ygdy8.com].黑暗.BD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,079> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年爱情《爱情与友谊/情人与知己》BD中英双字幕 ReleaseTime:发布时间：2016-09-26 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_004.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8159/[阳光电影www.ygdy8.com].爱情与友谊.BD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,079> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年科幻动作《独立日：卷土重来》HD中英双字幕 ReleaseTime:发布时间：2016-09-25 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160825/18/178343444201608251812092751987603105_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160925/21/178343444201609252143203351574538343_002.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9186/[阳光电影www.ygdy8.com].独立日：卷土重来.HD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,081> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年冒险动作《终极硬汉》HD国语中字 ReleaseTime:发布时间：2016-09-23 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/11/178343444201609231102513385502791302_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/11/178343444201609231102513385502791302_001.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8184/[阳光电影www.ygdy8.com].终极硬汉.HD.720p.国语中字.rmvb
<2016-10-03 15:24:13,081> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年惠英红《幸运是我》HD国粤双语中字 ReleaseTime:发布时间：2016-09-22 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160922/10/178343444201609221048272281012728486_002.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160922/18/178343444201609221841234203229929609_000.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9183/[阳光电影www.ygdy8.com].幸运是我.HD.720p.国粤双语中字.mkv
<2016-10-03 15:24:13,081> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年动作《泰山归来：险战丛林》HD中英双字幕 ReleaseTime:发布时间：2016-09-21 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160921/20/178343444201609212006402253816500138_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160921/20/178343444201609212006402253816500138_002.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9125/[阳光电影www.ygdy8.com].泰山归来：险战丛林.HD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,128> ERROR/dytt_spider/getHomePageMovieDetail, Line:171: get url :http://www.ygdy8.net/html/gndy/jddy/20160927/52059.html failed
<2016-10-03 15:24:13,128> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160927/52058.html
<2016-10-03 15:24:13,180> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160926/52052.html
<2016-10-03 15:24:13,249> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160926/52051.html
<2016-10-03 15:24:13,323> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160926/52050.html
<2016-10-03 15:24:13,391> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160925/52042.html
<2016-10-03 15:24:13,480> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160923/52023.html
<2016-10-03 15:24:13,540> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160922/52017.html
<2016-10-03 15:24:13,608> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160921/52010.html
<2016-10-03 15:24:13,694> INFO/dytt_spider/getHomePageMovieDetail, Line:168: http://www.ygdy8.net/html/gndy/jddy/20160921/52009.html
<2016-10-03 15:24:13,855> ERROR/dytt_spider/getHomePageMovieDetail, Line:171: get url :http://www.ygdy8.net/html/gndy/jddy/20160921/52009.html failed
<2016-10-03 15:24:13,857> INFO/dytt_spider/print_all_movies_detail, Line:137: movie_list len :13
<2016-10-03 15:24:13,858> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年动作《美国迦顿》BD中英双字幕 ReleaseTime:发布时间：2016-09-30 majorPicUrl:http://pic.yupoo.com/st136386207/FRpQvDNX/uZJpF.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160930/23/178343444201609302309434148739122358_003.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8161/[阳光电影www.ygdy8.com].美国迦顿.BD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,858> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年悬疑恐怖《诡新娘/鬼新娘》HD国语中字 ReleaseTime:发布时间：2016-09-30 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_003.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9128/[阳光电影www.ygdy8.com].诡新娘.HD.720p.国语中字.rmvb
<2016-10-03 15:24:13,858> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年爱情喜剧《我最好朋友的婚礼》HD国语中字 ReleaseTime:发布时间：2016-09-29 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_005.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8189/[阳光电影www.ygdy8.com].我最好朋友的婚礼.HD.720p.国语中字.rmvb
<2016-10-03 15:24:13,859> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2015年科幻《森林深处/进入森林》BD中英双字幕 ReleaseTime:发布时间：2016-09-29 majorPicUrl:http://pic.yupoo.com/hdarea/FSItZfkC/KpeVY.jpg" width="584" height="965 summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160929/21/178343444201609292118161122819177158_004.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9127/[阳光电影www.ygdy8.com].森林深处.BD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,859> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年悬疑恐怖《安娜华特的离奇命运》BD中英双字幕 ReleaseTime:发布时间：2016-09-28 majorPicUrl:http://i4.buimg.com/567571/d641e18d115fbb45.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160915/23/178343444201609152325571634281224392_008.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9189/[阳光电影www.ygdy8.com].安娜华特的离奇命运.BD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,859> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年悬疑惊悚《张震讲故事之合租屋》HD国语中字 ReleaseTime:发布时间：2016-09-27 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160924/16/178343444201609241623193410982467129_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160927/20/178343444201609272037093855499120263_000.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8187/[阳光电影www.ygdy8.com].张震讲故事之合租屋.HD.720p.国语中字.mkv
<2016-10-03 15:24:13,861> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年伍迪·艾伦执导喜剧《咖啡公社》BD中英双字幕 ReleaseTime:发布时间：2016-09-26 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_001.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_003.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8186/[阳光电影www.ygdy8.com].咖啡公社.BD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,861> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年恐怖《黑暗/米兰达街6号》BD中英双字幕 ReleaseTime:发布时间：2016-09-26 majorPicUrl:http://pic.yupoo.com/st136386207/FNxV6qvJ/D7Bi3.jpg" width="622" height="1503 summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_002.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9187/[阳光电影www.ygdy8.com].黑暗.BD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,861> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年爱情《爱情与友谊/情人与知己》BD中英双字幕 ReleaseTime:发布时间：2016-09-26 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160926/16/178343444201609261607081361462535884_004.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:8159/[阳光电影www.ygdy8.com].爱情与友谊.BD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,861> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年科幻动作《独立日：卷土重来》HD中英双字幕 ReleaseTime:发布时间：2016-09-25 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160825/18/178343444201608251812092751987603105_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160925/21/178343444201609252143203351574538343_002.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9186/[阳光电影www.ygdy8.com].独立日：卷土重来.HD.720p.中英双字幕.rmvb
<2016-10-03 15:24:13,862> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年冒险动作《终极硬汉》HD国语中字 ReleaseTime:发布时间：2016-09-23 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/11/178343444201609231102513385502791302_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160923/11/178343444201609231102513385502791302_001.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:8184/[阳光电影www.ygdy8.com].终极硬汉.HD.720p.国语中字.rmvb
<2016-10-03 15:24:13,862> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年惠英红《幸运是我》HD国粤双语中字 ReleaseTime:发布时间：2016-09-22 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160922/10/178343444201609221048272281012728486_002.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160922/18/178343444201609221841234203229929609_000.jpg FtpURL:ftp://ygdy8:ygdy8@y219.dydytt.net:9183/[阳光电影www.ygdy8.com].幸运是我.HD.720p.国粤双语中字.mkv
<2016-10-03 15:24:13,864> INFO/dytt_spider/print_all_movies_detail, Line:139: Title:2016年动作《泰山归来：险战丛林》HD中英双字幕 ReleaseTime:发布时间：2016-09-21 majorPicUrl:http://image18.poco.cn/mypoco/myphoto/20160921/20/178343444201609212006402253816500138_000.jpg summaryPicUrl:http://image18.poco.cn/mypoco/myphoto/20160921/20/178343444201609212006402253816500138_002.jpg FtpURL:ftp://ygdy8:ygdy8@y153.dydytt.net:9125/[阳光电影www.ygdy8.com].泰山归来：险战丛林.HD.720p.中英双字幕.rmvb
<2016-10-03 15:24:15,081> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:15,865> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:17,082> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:17,865> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:19,088> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:19,869> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:21,088> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:21,871> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:23,101> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:23,872> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:25,111> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:25,875> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:27,118> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:27,880> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:29,125> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:29,884> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:31,131> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:31,887> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:33,140> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:33,891> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:35,148> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:35,891> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:37,157> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:37,894> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:39,164> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:39,894> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:41,167> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:41,895> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:43,183> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:43,898> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:45,193> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:45,898> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:47,209> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:47,898> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:49,214> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:49,901> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:51,220> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:51,907> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:53,229> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:53,907> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:55,236> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:55,910> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:57,243> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:57,911> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:59,246> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:24:59,913> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:01,255> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:01,921> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:03,263> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:03,924> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:05,269> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:05,924> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:07,279> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:07,953> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:09,286> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:09,957> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:11,290> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:11,960> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:13,296> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:13,961> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:15,302> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:15,963> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:17,312> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:17,964> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:19,315> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:19,966> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:21,319> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:21,969> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:23,338> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:23,973> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:25,346> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:25,974> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:27,351> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:27,999> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:29,368> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:30,002> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:31,377> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:32,003> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:33,384> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:34,007> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:35,392> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:36,016> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:37,401> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:38,016> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:39,407> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:40,019> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:41,408> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:42,020> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:43,417> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:44,023> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:45,431> WARNING/spider_entrance/run, Line:29: in thread 
<2016-10-03 15:25:46,029> WARNING/spider_entrance/run, Line:29: in thread 
